Products,Health & Beauty,Electronics,Books,Groceries,Home & Kitchen
"Amazon Basics USB A to Lightning Aluminum with Nylon Braided MFi Certified Charging Cable (Grey, 1.2 meter)",0.005,0.95,0.005,0.015,0.025
Royal Enfield Classic Denim Shirt Black (2XL) 46 CM (RLASHM000120),0.15,0.05,0.3,0.1,0.4
"Meat Up Wet Dog Food, Real Chicken & Chicken Liver in Gravy For All Life Stages, 12 Pouches (12 x 70g )",0.02,0.02,0.01,0.9,0.05
Earthy Lanes Adjustable Washable and Reusable Cloth Diaper Covers(No Inserts Included) (Dino_n_Space)(Freesize),0.1,0.05,0.05,0.15,0.65
"Relish Gift Combo Box of Men's Black Analog Leather Strap Watch, Texture Wallet, Long Lasting Perfume and Metal Hook Keychain",0.25,0.2,0.1,0.15,0.3
Shopnet Wireless Bluetooth Speaker TG113 For Mercedes-Benz AMG A 45 S Ultra Boost Bass with DJ Sound Portable Home Speaker...,0.005,0.95,0.01,0.005,0.03
Kraptick Leather Credit Card Holder/Business Card Holder/ATM Card Holder for Women Men- 24 Card Slots (Pack of 2- Black),0.03,0.1,0.05,0.02,0.8
MEVE 100% Cotton Kaftan for Women (one Size fits All) Blue Green,0.05,0.02,0.01,0.02,0.9
Amooca Half Sleeves Round Neck Unisex Printed Holi T-Shirt for Men/Women/Boys/Girls,0.05,0.7,0.05,0.1,0.1
STYLISH RUNNING SET,0.4,0.2,0.1,0.2,0.1
Clarks Boy's Nate Lace Black Leather Sneakers,0.03,0.1,0.02,0.05,0.8
Janasya Women's Cotton Blend Solid Half Sleeve Readymade Blouse,0.05,0.02,0.02,0.01,0.9
ASICS Mens Upcourt 5 Indoor Court Shoe,0.15,0.5,0.05,0.1,0.2
"STRIFF 12 Pieces Highly Flexible Silicone Micro USB Protector, Mouse Cable Protector, Suit for All Cell Phones, Computers ...",0.02,0.8,0.01,0.02,0.15
"DEVEW Unisex Round Sunglasses Clear Frame, Clear Lens (Medium) - Pack Of 1",0.4,0.1,0.05,0.05,0.4
Urbanity Cool Hand Accessory Two Layer Wide Belt Genuine Leather Men Wristband Bracelet Unisex Couple,0.05,0.25,0.1,0.05,0.55
"Better Alt Greens Powder, Helps Reduce Bloating, 15 Super Greens- Blend of Spirulina, Moringa & More, Vegan Super Greens P...",0.85,0.01,0.01,0.03,0.1
Kiwie Cotton Blend Plain Died Straight Fit Ankle Length Elastic Waist Trouser Pants with Singal Side Pocket Women's and Gi...,0.12,0.02,0.01,0.05,0.8
"Boltove® 8FTX10FT Black and White Backdrop Background for Photography for Photoshoot Background, Television, Video Product...",0.02,0.15,0.01,0.02,0.8
"Ensure Complete, Balanced Nutrition Drink For Adults 200g, Chocolate Flavour, Now With A Special Ingredient HMB And 32 Ess...",0.1,0.02,0.03,0.8,0.05
"FYA Cordless Vacuum Cleaner for Home, 2-Speed 130W Power Suction, USB-C Rechargeable Handheld Vacuum Up to 35min Runtime, ...",0.015,0.08,0.005,0.005,0.9
UZARUS Women's Solid Inner Thermal Wear Set,0.15,0.1,0.05,0.2,0.5
JEANS FOR MENS Blue,0.05,0.1,0.1,0.7,0.05
"GSAMALL Rough Look Denim Shorts for Women's with Summer, Butterfly, Apna time aayega Print (Pack of 3)",0.05,0.02,0.03,0.7,0.2
PowerMax Fitness BR-2000C Commercial Recumbent Bike,0.2,0.6,0.1,0.05,0.05
SPR Retail Compatible New Remote for Tata Play and tata Sky SD HD Set Top Box,0.02,0.85,0.03,0.05,0.05
Sasimo Car Vacuum Powerful Portable & High Power 12V Car Handheld Vacuum Cleaner for Car and Home Wet and Dry Car Vacuum C...,0.01,0.9,0.01,0.03,0.05
Raviour Lifestyle Shri Shani Yantra Pendant for gaining good eye of shani dev fortune changing locket,0.8,0.1,0.05,0.025,0.025
BLACK & WHITE LIFESTYLE Suede Leather Formal Shoes for Men (BeigeUK),0.05,0.1,0.03,0.02,0.8
Parx Striped Light Grey Coloured Tencel Shirt (Size:- 44) - XMSS09009-G282F044 Men's Striped Slim Fit Shirt (XMSS09009-G2_...,0.2,0.1,0,0.4,0.3
"Bang & Olufsen Beosound A1 2nd Gen Portable Wireless Bluetooth Speaker with Voice Assist & Alexa Integration, 3 Microphone...",0.005,0.95,0.005,0.01,0.03
Qpets® No Pull Dog Harness with Safety Reflective Strip Quick Release Buckle Adjustable Size Easy Control Handle for Mediu...,0.1,0.03,0.02,0.05,0.8
"Nu Republic Squad in-Ear Wired Earphones with Mic,10mm Neodymium Driver for Extra Bass,Metallic Earbuds, Light Weight with...",0.02,0.9,0.01,0.02,0.05
"BabyMoon Girl's Lace Romper with Hairband Born Baby Photography Photoshoot Props Costume | White, 80x50cm (Suitable 0-3 mo...",0.05,0.02,0.01,0.02,0.9
"RiaTech Wrist Rest Pad, Mouse Wrist Cushion Support for Office Upgrade Enlarge Memory Foam Set Keyboard for Computer, Lapt...",0.03,0.8,0.015,0.005,0.15
SONATA Gold Series Hidden Voice Recorder |Sg2 Audio Bug Device | Spy Voice Recorder Product Microphone | Built-in Recharge...,0.005,0.95,0.005,0.01,0.03
KELVIR Men's Loafer,0.05,0.4,0.1,0.3,0.15
IndiWeaves� Boys Snowfall Solid Regular Fit Full Sleeves T-Shirts {Pack of 4},0.05,0.03,0.02,0.1,0.8
"RUSKIN Tripod for DSLR, Camera |Operating Height Camera Video Recording Vlogging Kit for Video Making, Mic, Mini Tripod St...",0.01,0.9,0.03,0.01,0.05
"Nike Men`s Dri-FIT Essential Micro Boxer Briefs 1 Pack (B(KE1160-450)/B, X-Large)",0.8,0.05,0.03,0.07,0.05
SQUIREHOOD Men's Dark Blue Stretchable Jeans,0.1,0.05,0.05,0.2,0.6
Yellow Chimes Fashion Multicolor D'vine Evil Eye Nazariya Style Bracelet for Women and Men,0.9,0.05,0.01,0.02,0.02
Skechers Mens Bounder-vertville Sneakers,0.05,0.65,0.05,0.1,0.15
USJONES Aviator Original Polarized Sunglasses With TAC polycarbonate and metal Material For Men and Women Wayfarer UV Prot...,0.15,0.7,0.05,0.05,0.05
"ShopsBee Love Food Jute Bag | Tiffin Bag | Multi Purpose Jute Bag | Hand Bag - eusable |Return Gift | Large Size (L-12""x ...",0.03,0.01,0.01,0.8,0.15
CREATURE Red Color Zipper Wallet For Girls(Color-Red||ZWL-012),0.1,0.05,0.03,0.02,0.8
Avsar 14KT Yellow Gold Pendant for Women,0.1,0.03,0.05,0.02,0.8
"Amazon Brand - Solimo 2000/1000 Watts Room Heater with Adjustable Thermostat (ISI certified, White colour, Ideal for small...",0.02,0.05,0.01,0.02,0.9
Shopnet Wireless Bluetooth Speaker TG113 For Blackview A50 Ultra Boost Bass with DJ Sound Portable Home Speaker with Audio...,0.01,0.9,0.01,0.01,0.07
Titan Purple: Glam it Up Analog Rose Gold Dial Women's Watch-2648WM02,0.05,0.1,0.025,0.025,0.8
MEENAZ locket Pendant for Men combo Black Silver gold Boys Mens boyfriend gents Boy girls Women Unisex Stainless Steel arr...,0.2,0.3,0.1,0.1,0.3
Teakwood Genuine Leather Solid Two Fold Wallet for Women (Red),0.05,0.1,0.05,0.1,0.7
ACTION Men's Sports Running Shoes 7214,0.15,0.1,0.05,0.7,0
American Eagle Men Blue Airflex+ Temp Tech Athletic Skinny Jean,0.1,0.3,0.2,0.15,0.25
Chromozome Men Briefs,0.8,0.05,0.1,0.02,0.03
crocs Unisex Adult Classic Bright Cobalt Clogs-7 Men/ 8 UK Women (M8W10) (10001-4JL),0.05,0.1,0.15,0.2,0.5
TheGalaxy 14 Mukhi|14 Face Lab Certified Natural Nepal Rudraksha for Men & Woman|18mm-20mm,0.7,0.1,0.05,0.03,0.12
SIGHTBOMB Ribbed Square Neck Spaghetti Corset Tops for Women,0.35,0.15,0.05,0.25,0.2
Avsar 18KT White Gold and Diamond Nose Ring for Women,0.95,0.01,0.01,0.01,0.02
"Prisha Mart Skipping Rope For Men, Women & Children - Jump Rope For Exercise Workout & Weight Loss - Tangle Free Jumping R...",0.7,0.1,0.05,0.05,0.1
"STYLIANO Formal Derby Style Shoes for Men, Black,(ART-3-Bl)",0.05,0.15,0.03,0.02,0.75
"11cm Camera Rail Slider With Universal 1/4in Mounting Screw For Dslr Cameras, Alloy Rail Slider For High Precision Focus C...",0.01,0.95,0.005,0.005,0.03
INKDICE Handbag for Women(STONE),0.05,0.1,0.15,0.2,0.5
Reebok Mens Motion Pulse 2 M Walking Shoe,0.75,0.05,0.1,0.05,0.05
Aivin Attract Badminton Shoes for Mens (Blue) UK-10,0.05,0.15,0.1,0.05,0.65
Clovia Women's Cotton Non Padded Wirefree Demi Cup Bra with Detachable Transparent Straps,0.9,0.05,0.02,0.01,0.02
REBUY Lemurian Seed Unpolished Natural Healing Chakra Balancing Crystal Stone 150 Grams,0.8,0.05,0.05,0.05,0.05
DSC Unisex-Child Beamer X Dark Cyan Cricket Shoes - 6 UK (Beamer-X),0.1,0.7,0.05,0.05,0.1
Rajnandini Women's Pure Cotton Hand Work Kurta Set with Dupatta (JOPLVL295-P_Pink),0.1,0.03,0.02,0.05,0.8
Techtonics Raspberry PI Infrared IR Night Vision Surveillance Camera Module 500W Webcam,0.001,0.95,0.005,0.008,0.04
Shopnet Wireless Bluetooth Speaker TG113 For LG Optimus L7 II Dual P715 Ultra Boost Bass with DJ Sound Portable Home Speak...,0.005,0.95,0.005,0.01,0.03
GURJARI JEWELLERS Girl's Black Thread Anklet with oxidised brouch/Nazariya anklet,0.3,0.1,0.1,0.2,0.3
Liberty Men RUNNER-1E Grey Running Shoes,0.1,0.7,0.05,0.05,0.1
"Glassiano Yellow Floral Printed Microwave Oven Cover for LG 21 Litre Convection Microwave Oven MC2146BL, Black",0.02,0.1,0.01,0.02,0.85
"DUDAO GU9 One Click Retractable Bluetooth Earpiece, Collar Clip Single Earbuds with Microphone Bluetooth V5.0, 200H Standb...",0.03,0.95,0.005,0.01,0.015
Hawkister 3D Cute Keychain (Skuid Game Front-Man & Player No 218) Miniature Fancy Key Chain with Metal Clasp & Rubber Lany...,0.1,0.8,0.05,0.02,0.03
Aayushi Collection Men's Denim Straight Fit Jeans (Beige),0.05,0.05,0.05,0.1,0.75
"adidas Men's Pureboost 22 Running Shoe, White/Grey/Lucid Blue, 8",0.2,0.3,0.1,0.1,0.3
"GIRIJAWORLD Unisex Panama Matty Hats (Multicolours, Free Size)",0.1,0.2,0.15,0.05,0.5
Macroman M-Series Men Vest,0.2,0.3,0.1,0.05,0.35
W for Woman Women's Viscose Regular Kurta,0.1,0.15,0.25,0.2,0.3
"m mhb HD Spy Pen Pro 1080p High Definition Digital Video Spy Camera, 16gb Removable Memory, with Rechargeable,Clear Audio ...",0.05,0.8,0.025,0.025,0.1
"MORPICH® 3D Yellow Light and Blue Light Flame Diffuser, USB Simulation Aromatherapy Machine, Humidifier Functioned with Th...",0.2,0.6,0.05,0.1,0.05
Frantic Velvet Combo Kids School/Nursery/Picnic/Carry/Travelling Bag - 2 to 5 Year Age,0.1,0.025,0.05,0.025,0.8
PRIZOMAX Stylish Women's Chiffon Fancy Embroidered Dupatta For Women & Girl_PZ15,0.1,0.4,0.1,0.2,0.2
4K Camera Computer Camera USB Webcam CMOS IMX415 Image Sensor 9X Optical Manual Auto-Focus Comaptible with Window XP/7/10 ...,0.03,0.9,0.01,0.01,0.05
Hitage HB-49+ Perfumme Wire HD Sound Earphone Wired Headset Compatible for All Devices Earphones Wired Headset,0.1,0.8,0.05,0.025,0.025
Gem O Sparkle 925 Sterling Silver Black Enamel Poker Ace Design Ring For Men,0.1,0.7,0.05,0.05,0.1
eeken Mens A073 Mesh Sneakers by Paragon,0.1,0.05,0.02,0.03,0.8
LG 139 cm (55 Inches) 4K Ultra HD Smart LED QNED TV 55QNED81SQA (Black) (2022 Model),0.005,0.95,0.01,0.005,0.03
Portlee Police Horse Mustang Genuine Brown Leather Wallet with Zipper,0.05,0.1,0.05,0.05,0.75
Senco Gold 22k (916) Metal Yellow Gold Clip-on Earrings for Women,0.05,0.15,0.1,0.05,0.65
Arrow Men Shirt,0.1,0.05,0.05,0.2,0.6
Peter England Men's Slim Jeans (PJDNASTFV15415_Navy_30),0.05,0.2,0.1,0.4,0.25
HIGH Star Men Black Jogger Stretchable Jeans,0.1,0.2,0.05,0.3,0.35
NEUTRON Rich Analog Blue Color Dial Girls Watch - GM395-G633 (Pack of 2),0.1,0.8,0.05,0.02,0.03
Avsar Real Gold 14K RING AVR414YB,0.2,0.3,0.1,0.2,0.2
ZOXOWA Women Stylish Non-Padded Anti Sagging Breathable Non Wired Full Coverage Workout Yoga Sports Bra Ladies Lingerie -...,0.85,0.05,0.02,0.03,0.05
TODANI JEMS 5.25 Ratti Gomed/Hessonite Ring Natural Quality & Original Stone Panchdhatu Adjustable Ring for Men and Women,0.2,0.1,0.05,0.05,0.6
Skechers Men T-Shirt,0.05,0.15,0.1,0.7,0.05
Peter England Men's Slim Fit T-Shirt,0.2,0.3,0.2,0.2,0.1
GoSriKi Women's Georgette Bandhani Printed Anarkali Kurta and Pant with Dupatta Set (Preeti-003-GS),0.1,0.05,0.03,0.02,0.8
3pcs Blue LED Fishing Bite Alarms for Fishing Rod Water Resistant Adjustable Tone Volume Sensitivity Sound Alert Huaishu,0.02,0.9,0.01,0.02,0.05
Nike Men's Regular Socks,0.2,0.1,0.05,0.6,0.05
Allen Solly Black Leather Men's Wallet Gift Set,0.1,0.05,0.05,0.2,0.6
"Shopnet Wireless Bluetooth Speaker TG113 For Lenovo K6 Note, Oppo A37, Oppo A57, Vivo Y66, Oppo F1s, Samsung Galaxy On8 Ul...",0.005,0.95,0.005,0.01,0.03
FIMS - Fashion is my style Women Cotton Bra Panty Set for Women Lingerie Set Bra Panty Set for Women with Sexy Combo Pack ...,0.9,0.05,0.01,0.01,0.03
Status Contract 3 x 5 Feet Multi Printed Vintage Persian Carpet Rug Runner for Bedroom/Living Area/Home with Anti Slip Bac...,0.05,0.02,0.01,0.02,0.9
RECAN Men's Suede Leather Comfortable Slip-On Loafers,0.1,0.05,0.05,0.1,0.7
"AONES Pack of 3 Silicone Belt Watch Strap with Metal Buckle Compatible for Ticwatch E Watch Strap Light Pink, Red, White",0.2,0.6,0.1,0.05,0.05
Prestige PKDSS 0.7 Electric Kettle 700ml,0.02,0.08,0.02,0.03,0.85
SIDHARTH GEMS 9.25 Ratti Natural Hessonite Gomed Garnet Gemstone with Lab Certificate,0.1,0.3,0.05,0.05,0.5
Watches for Girls Student Watch for Gift Students Watches for Teen Girls Ages 11-15 Simple Japan Quartz Casual Leather Str...,0.03,0.8,0.02,0.1,0.05
Portlee Genuine Spring Flexible Money Clip Brass Stainless Metal Cash Holder Clamp/Steel Bar for Slim Leather Wallet Acces...,0.05,0.1,0.01,0.04,0.8
DUCHESS Women's Sky Blue Potli Bag,0.03,0.05,0.02,0.1,0.8
9tails Club - Men's Regular Itachi Quote Black T-Shirt,0.05,0.35,0.15,0.25,0.2
Samsung 1 Ton 3 Star Inverter Split AC (Alloy AR12NV3XEWK/NA White),0.005,0.95,0.005,0.01,0.03
Farrow Quinch X1 High Definition Pen Camcorder with Free 32 GB Micro SD Card + C Type OTG & Card Reader Wireless Black,0.02,0.9,0.01,0.02,0.05
"Canson Glassine Art Paper Roll for Use as Slip Sheet to Protect Artwork, 25 Pound, 36 Inches x 20 Yard Roll",0.05,0.015,0.03,0.005,0.9
Active Elements 1 g Silica Gel Beads without Cobalt Chloride - Pack of 50,0.1,0.15,0.05,0.5,0.2
Lady Raiment Women's Linen Cotton Embroidery Work Saree with Blouse Piece (Pink),0.03,0.005,0.005,0.01,0.95
Rajnandini Women's Yellow Cotton Printed Unstitched Salwar Suit Material,0.05,0.1,0.05,0.7,0.1
WorldCare® Baby Stroller Organizer Large Waterproof Baby Carriage with Detachable Stroller Accessories Mummy Diaper Handba...,0.05,0.05,0.02,0.03,0.85
TAP FASHION Women's Pu Leather Multi Pocket Mini Handbag and Sling Bag with Adjustable Strap,0.1,0.05,0.03,0.02,0.8
Silver Style 925 Sterling-Silver Curb Chain Men's Bracelet by ACPL,0.05,0.05,0.03,0.02,0.85
happy strings Men's Premium Cotton Casual Half Sleeve Shirt,0.15,0.25,0.1,0.05,0.45
Malabar Gold & Diamonds 18k (750) Rose Gold and Diamond Ring for Women,0.4,0.1,0.1,0.2,0.2
"Wenger 18.5"" Rolling Computer Backpack, 30 litres, Black, Swiss Designed-Blend of Style & Function, 612013",0.005,0.95,0.005,0.01,0.03
IndoPrimo Men's Regular Fit Cotton Casual Plain Shirt,0.05,0.1,0.03,0.02,0.8
"C-TYPE In-Ear Headphones Earphones for Samsung Galaxy S22 , Samsung S 22 Metallic C Type Earphones with Mic and Volume Con...",0.02,0.85,0.01,0.02,0.1
FITG18 Women's Slim Fit Polyester Jegging (Fitg18_Black_Free Size),0.2,0.1,0.05,0.1,0.55
"VKB 7.5 Foot Professional Metal Tripod Stand for Camera, Ringlight, Video Shooting, Photography, Mobile Phone, Live Stream...",0.05,0.8,0.02,0.03,0.1
Lyned Mens Cotton Half Sleeve Striped Polo T Shirt with Collar,0.1,0.05,0.1,0.05,0.7
QONETIC Boob Tape with 10 Nipple Pasties Multipurpose Nipple Tape for Women Push Up & Lifting Body Tape for Women Breast T...,0.8,0.03,0.02,0.1,0.05
Excelsior Premium PU Leather Wallet flip case Cover with | Card and Cash Slot | 360 Full Body Protection | Inner TPU case ...,0.03,0.8,0.02,0.05,0.1
"Zemic Portable Shoe Rack Organizer with Door, 20 Pairs Shoe Storage Cabinet Easy Assembly, Plastic Adjustable Shoe Storage...",0.03,0.01,0.01,0.1,0.85
LOHAYA Remote Compatible for Thomson LED LCD HD Tv Remote Control [ Compatible for Thomson Tv Remote Control ],0.01,0.8,0.01,0.03,0.15
Max Men Men Distressed Carrot Fit Jeans (DMCCASU2211TDMID Blue_36),0.05,0.1,0.02,0.03,0.8
Justin dustin Mens Tie Necktie (free size) Black Formal Gift Silk Satin Men Thin Skinny Solid Plain (Slim),0.1,0.03,0.02,0.05,0.8
Wrangler Men's Regular Fit Light Blue Bootcut Jeans (Jacksville),0.05,0.1,0.2,0.1,0.55
NEUTRON Italian Designer Analog Black and Silver Color Dial Men Watch - BCPL22-BL46.104 (Pack of 2),0.03,0.8,0.05,0.02,0.1
KaratKing® Good Looking Very Rare Royal Blue Sapphire (Neelam) Gemstone 5.85 Carat,0.8,0.05,0.05,0.05,0.05
Bangalore Refinery 999 Purity Birth Signs Silver Coin 50 Gram,0.1,0.3,0.05,0.1,0.45
"PLAZA Insulating Resin for Motor, Alternators, Transformer winding - 500 ml Pack",0.03,0.8,0.02,0.05,0.1
Jeans For Mens02,0.1,0.4,0.2,0.1,0.2
T.O.G. Baby Fetal Heartbeat Monitor Detector White,0.7,0.2,0.05,0.03,0.02
SNEHI 3.7V 150Mah Replacement Battery for Pen Camera,0.1,0.8,0.05,0.03,0.02
Daniel Klein Analog Silver Dial Women's Watch-DK.1.13205-2,0.2,0.3,0.05,0.05,0.4
"Luggage Handle Cover, Rectangle Easy Carry Suitcase Handle Wrap for Travel Case(Black)",0.1,0.05,0.03,0.02,0.8
Lucky Brand Women's Microfiber Hipster Panties Multi-Pack,0.8,0.05,0.05,0.05,0.05
RIVER Women Overalls,0.2,0.1,0.3,0.1,0.3
"ONLY BRAND Microsmt Smart LED TV (43-SMT-FL/1024/08-KSR-22),43 Inches",0,1,0,0,0
Baggit Women's Sling Bag - Extra Small (Pink),0.1,0.05,0.05,0.2,0.6
ABYS Bombay Brown Leather Men Wallet,0.2,0.3,0.1,0.2,0.2
Global Rich Men's Synthetic Leather Mens Formal Shoes || Office Formal Shoes Men Latest Stylish|| Formal Shoes for Men Pat...,0.05,0.03,0.2,0.02,0.7
Kundan 999 Silver Tirupati Balaji Precious Coin,0.15,0.25,0.1,0.05,0.45
"Milton Steel Marble 900 Insulated Inner Stainless Steel Water Bottle, 1 Piece, 630 ml, Light Pink | Easy Grip | Leak Proof...",0.03,0.01,0,0.01,0.95
Tommy Hilfiger Analog Silver Dial Women's Watch - TH1781950,0.05,0.2,0.03,0.02,0.7
Anuradha Art Jewellery Pink Colour Maharashtrian Nath | Non-Pressing Nath | Traditional Maharashtrian Nose Pin | Nathiya N...,0.75,0.05,0.03,0.02,0.15
Allen Solly Men Vest,0.1,0.2,0.05,0.6,0.05
Pepe Jeans Men's Regular Fit Cotton Blend Jeans,0.15,0.05,0.2,0.1,0.5
Festive Special Traditional Golden Tanmani Necklace Maharashtrian Long moti necklace with Earrings By Shrungarika(NS-183),0.1,0.01,0.01,0.03,0.85
ANARKY Men's Formal Derby Shoes,0.02,0.03,0.05,0.1,0.8
Neoz Mens Camo-SKR Clog,0.1,0.7,0.05,0.1,0.05
Skyuni Collection Stainless Steel Kadaa Bracelets High Openable Adjustable Free Size Big Strong Heavy Copper Brass Alloy C...,0.1,0.3,0.2,0.1,0.3
Shining Diva,0.25,0.2,0.15,0.3,0.1
PARUVI Latest Dress Material Cotton Salwar Suit/Kurta Set with Heavy Dupatta For Woman`s,0.05,0.05,0.05,0.05,0.8
SZHC Furniture Miniatures Vintage Wooden Round Tea and Coffee Table Yellow,0.02,0.01,0.01,0.01,0.95
Don Diego Mens Dd7013_Bordo Uniform Dress Shoe,0.03,0.01,0.01,0.8,0.15
"Wings Phantom 760 Wireless Earphones, Earbuds with Low Latency 40 ms, Sync App Support, Gaming Designed case with LED Ligh...",0.05,0.9,0.01,0.01,0.03
VERO MODA Women's Regular Fit T-Shirt,0.05,0.01,0.02,0.02,0.9
Wear Your Opinion Men's Plus Size Stripe Style Polo Collar Neck Half Sleeve T-Shirt,0.03,0.01,0.01,0.05,0.9
MAGNIFIQUE Men and Women RFID Leather Cardholder,0.8,0.1,0.05,0.02,0.03
VIP Men's Cotton Briefs,0.2,0.05,0.1,0.6,0.05
Candes Eco Zest Energy saving Designer 1200 mm / 48 inch Anti-Rust BLDC Ceiling Fan With 2 Yrs. Warranty (Coffee Brown),0,0.1,0,0,0.9
SIGHTBOMB Sweetheart Neck Ruched Front Full Sleeves Ribbed Tops for Women,0.8,0.05,0.02,0.03,0.1
"Amplesta Xtra Large 5.7L Air Fryer Digital 1700W, 8-Presets for Indian cooking, Smart LED Touch Panel, Dishwasher-Safe Non...",0.02,0.05,0.01,0.02,0.9
Tata Sky TATASKY Binge Plus Connection with Hindi Starter HD Pack,0.01,0.85,0.03,0.01,0.1
INVU Gradient Round Women's Sunglasses - (B2716C|55|SMOKE Color Lens),0.9,0.05,0.02,0.01,0.02
Lavie Women's Mono Kindle Party Sling Bag | Ladies Purse Handbag | Detachable Crossbody Sling Strap,0.2,0.05,0.03,0.02,0.7
SOLO Men's Cotton Briefs (Pack of 2),0.15,0.05,0.05,0.6,0.15
"SoundTech LCD Writing Tablet for Kids Writing pad for Study, Drawing Tablet, Slate Board, 8.5 inch/21.5 cm - E-Note Pad, R...",0.005,0.95,0.01,0.005,0.03
Galena International Gems 21 Chakra Chips Healing Reiki Healing Crystal Natural Gemstones 10grams each,0.8,0.1,0.05,0.02,0.03
"HILLSTON™ Genuine SPARES - Microwave Oven Rotating Ring (Brown/White, Size : 9 Inch)",0.002,0.04,0.001,0.005,0.95
Mucky Fashion Men's Brief 07332,0.1,0.05,0.02,0.03,0.8
Clarks Men British Tan Lea Leather Boat Shoes-6 UK (39.5 EU) (26148020),0.8,0.1,0.05,0.05,0
Wrangler Men's Solid Indigo Jeans (Slim),0.1,0.2,0.05,0.3,0.35
Seazone Booster 150 Gpd Pump + 24v 2.5 amp SMPS Set,0.005,0.95,0.005,0.01,0.03
Sidharth Gems Blue Sapphire Neelam Lab-Certified Unheated Untreated 4.45 Carat/5.25 Ratti Cylone Quality Blue Sapphire Nee...,0.6,0.1,0.05,0.05,0.2
Ananth Jewels BIS Hallmarked Silver 10 grams CONGRATULATIONS BABY ON CRADLE,0.05,0.45,0.1,0.15,0.25
GoSriKi Women Kurta with Palazzo & Dupatta,0.1,0.02,0.03,0.05,0.8
MISSGUIDED Analog White Dial Women's Watch-MG017P,0.7,0.1,0.05,0.05,0.1
Puma Unisex-Adult All-Day Active Slipon Sneaker,0.15,0.05,0.1,0.2,0.5
Eveready Ultima Alkaline AAA Battery - 4 Pcs,0.008,0.95,0.01,0.02,0.02
TAPA Men's Solid Mid-Rise Regular Fit Jeans-Jeans_228,0.05,0.1,0.15,0.7,0
"Casio SA-47A Electronic Keyboard, Black (32 Keys)",0.001,0.95,0.002,0.008,0.04
"Men's Slim Fit Denim Low Rise Jeans (Black, 34)-PID42906",0.02,0.2,0.03,0.05,0.7
Bracelet Watch for Women's and Girls Leather Strip Round Shape Simple Stylish Red Watch A Great Gift Item by JK Gift Palace,0.1,0.03,0.05,0.02,0.8
"ASIAN Women's Jute Shopping,Shoulder Lightweight Waterpoof Handcarry Owl Print & Multipurpose Jute Bags",0.1,0.2,0.1,0.6,0
chimprala Kids Sports Vest Sleeveless Tank Top for Boys,0.2,0.15,0.15,0.15,0.35
PRIVLA Women ICE Silk Seamless Full Coverage Period MID Rise Hipster Brief Panty (Multicolor) Size M Till XL,0.8,0.03,0.02,0.05,0.1
Power Womens Xorise Phenom Running Shoes,0.2,0.15,0.1,0.3,0.25
"LANDMARK LM BT1024FM 20W Wireless Bluetooth Soundbar, Wooden Finish, Bluetooth 5.0, 8Hrs Battery Life, Stereo Soundbar for...",0.004,0.95,0.002,0.008,0.04
BATA Mens Percy Loafer Loafer,0.05,0.03,0.02,0.1,0.8
M.Weft Stretchable Slim Fit Jeans for Men,0.05,0.25,0.1,0.5,0.1
Shopnet Wireless Bluetooth Speaker TG113 For Lava Blaze Ultra Boost Bass with DJ Sound Portable Home Speaker with Audio Li...,0.002,0.95,0.01,0.008,0.03
Max Women's Cotton Floral Night Suit,0.1,0.02,0.05,0.03,0.8
ROYAL AQUAFRESH 16L Gravity Filter UF Pot Ultra Filtration Technology Chemical Free Non Electric Offline Model Water Purif...,0.01,0.01,0.01,0.02,0.95
"Kim Bag House Unisex School Bag|Kids School Backpack|School Bag for Girls, Boys",0.1,0.05,0.025,0.025,0.8
